合租·松石南路 1居室 南卧,渝北花卉园松石南路,https://cq.lianjia.com/zufang/CQ2335994537694478336.html,750元/月
合租·新洲阳光 3居室 南卧,渝北黄泥磅新洲阳光,https://cq.lianjia.com/zufang/CQ2335264336664338432.html,780元/月
整租·春风城市心筑 1室0厅 东,渝北冉家坝春风城市心筑,https://cq.lianjia.com/zufang/CQ2335470522533683200.html,950元/月
合租·碧海龙庭 5居室 东南卧,渝北新牌坊碧海龙庭,https://cq.lianjia.com/zufang/CQ2336002352336871424.html,800元/月
整租·北湖支路 3室2厅 东,渝北两路北湖支路,https://cq.lianjia.com/zufang/CQ2335299504913252352.html,900元/月
合租·融创紫枫郡 4居室 东南卧,渝北汽博中心融创紫枫郡,https://cq.lianjia.com/zufang/CQ2335462200741216256.html,720元/月
整租·泽科港城国际三期 1室1厅 北,渝北空港新城泽科港城国际三期,https://cq.lianjia.com/zufang/CQ2335446263853752320.html,800元/月
整租·招商晶公馆 1室1厅 南,渝北龙头寺招商晶公馆,https://cq.lianjia.com/zufang/CQ2334693184271294464.html,1000元/月
合租·丰源丽景 1居室 东南卧,渝北鸳鸯丰源丽景,https://cq.lianjia.com/zufang/CQ2336088929674985472.html,900元/月
整租·龙湖水晶郦城静苑 1室0厅 南,渝北北环龙湖水晶郦城静苑,https://cq.lianjia.com/zufang/CQ2335388050437177344.html,680元/月
整租·融创御锦 1室0厅 南,渝北汽博中心融创御锦,https://cq.lianjia.com/zufang/CQ2334026750503157760.html,500元/月
合租·融科金湖湾 3居室 东卧,渝北鸳鸯融科金湖湾,https://cq.lianjia.com/zufang/CQ2335096818855321600.html,785元/月
整租·国际家纺城绣色A区 1室0厅 东,渝北回兴国际家纺城绣色A区,https://cq.lianjia.com/zufang/CQ2336120733807689728.html,950元/月
合租·财信城市国际 3居室 东南卧,渝北嘉州财信城市国际,https://cq.lianjia.com/zufang/CQ2335248397008633856.html,600元/月
整租·国际家纺城绣色A区 1室0厅 东,渝北回兴国际家纺城绣色A区,https://cq.lianjia.com/zufang/CQ2336122008750006272.html,950元/月
整租·国际家纺城绣色A区 1室0厅 南,渝北回兴国际家纺城绣色A区,https://cq.lianjia.com/zufang/CQ2336662523505278976.html,900元/月
整租·大众尚岭花园 1室0厅 南,渝北汽博中心大众尚岭花园,https://cq.lianjia.com/zufang/CQ2335946903402840064.html,600元/月
整租·世茂茂悦府一二期高层 1室0厅 东南/南,渝北照母山世茂茂悦府一二期高层,https://cq.lianjia.com/zufang/CQ2335262360240914432.html,1000元/月
合租·和记黄埔玥湖园 1居室 南卧,渝北照母山和记黄埔玥湖园,https://cq.lianjia.com/zufang/CQ2333323723664531456.html,1000元/月
整租·和记黄埔玥湖园 3室2厅 南,渝北照母山和记黄埔玥湖园,https://cq.lianjia.com/zufang/CQ2335376980670947328.html,1000元/月
整租·渝城公寓 2室1厅 东,渝北松树桥渝城公寓,https://cq.lianjia.com/zufang/CQ2293306159127330816.html,1000元/月
整租·国际家纺城绣色A区 1室0厅 西南,渝北回兴国际家纺城绣色A区,https://cq.lianjia.com/zufang/CQ2335272049720688640.html,950元/月
整租·龙景花园 1室0厅 南,渝北冉家坝龙景花园,https://cq.lianjia.com/zufang/CQ2323101504132882432.html,900元/月
合租·尚源印象 3居室 东南卧,渝北北环尚源印象,https://cq.lianjia.com/zufang/CQ2335268211613761536.html,700元/月
整租·鹿山锦绣 1室2厅 东,渝北空港新城鹿山锦绣,https://cq.lianjia.com/zufang/CQ2305507168415391744.html,900元/月
合租·新洲阳光 3居室 东南卧,渝北黄泥磅新洲阳光,https://cq.lianjia.com/zufang/CQ2335493321386377216.html,650元/月
整租·佳华北宸里 2室2厅 东南,渝北黄泥磅佳华北宸里,https://cq.lianjia.com/zufang/CQ2202456913084956672.html,1000元/月
合租·光宇阳光地中海 3居室 东卧,渝北冉家坝光宇阳光地中海,https://cq.lianjia.com/zufang/CQ2335248989596950528.html,870元/月
合租·加州城市花园 3居室 南卧,渝北嘉州加州城市花园,https://cq.lianjia.com/zufang/CQ2333813508833288192.html,650元/月
合租·国盛伟岸滨州 2居室 南卧,渝北嘉州国盛伟岸滨州,https://cq.lianjia.com/zufang/CQ2334099694994857984.html,620元/月
合租·宜居家园 1居室 东卧,渝北冉家坝宜居家园,https://cq.lianjia.com/zufang/CQ2330149882335338496.html,600元/月
合租·国盛伟岸滨州 2居室 南卧,渝北嘉州国盛伟岸滨州,https://cq.lianjia.com/zufang/CQ2334099694684479488.html,780元/月
整租·融创御锦 2室0厅 西南,渝北汽博中心融创御锦,https://cq.lianjia.com/zufang/CQ2298476326346571776.html,800元/月
合租·加州城市花园 4居室 东南卧,渝北嘉州加州城市花园,https://cq.lianjia.com/zufang/CQ2333816750644404224.html,670元/月
整租·锦瑟华年 1室0厅 南,渝北黄泥磅锦瑟华年,https://cq.lianjia.com/zufang/CQ2321633198099922944.html,1000元/月
合租·伟清泊客 3居室 东南卧,渝北龙溪伟清泊客,https://cq.lianjia.com/zufang/CQ2334563598724513792.html,770元/月
整租·长安皇都 5室1厅 东南,渝北龙头寺长安皇都,https://cq.lianjia.com/zufang/CQ2315158845238296576.html,800元/月
整租·渝安龙都 1室0厅 东南,渝北冉家坝渝安龙都,https://cq.lianjia.com/zufang/CQ2322195271418642432.html,900元/月
整租·融创紫枫郡 1室0厅 跃层 南,渝北汽博中心融创紫枫郡,https://cq.lianjia.com/zufang/CQ2288870786163023872.html,800元/月
合租·渝安龙都 1居室 东卧,渝北冉家坝渝安龙都,https://cq.lianjia.com/zufang/CQ2330162589239083008.html,900元/月
整租·大众御湖苑 4室1厅 东,渝北新牌坊大众御湖苑,https://cq.lianjia.com/zufang/CQ2328896404527267840.html,550元/月
合租·龙景花园 4居室 南卧,渝北冉家坝龙景花园,https://cq.lianjia.com/zufang/CQ2336716427140276224.html,850元/月
整租·春风城市心筑 3室1厅 南,渝北冉家坝春风城市心筑,https://cq.lianjia.com/zufang/CQ2305642523562868736.html,600元/月
合租·荣升大厦 3居室 东卧,渝北松树桥荣升大厦,https://cq.lianjia.com/zufang/CQ2336848747851415552.html,750元/月
整租·惠心公寓 1室0厅 南,渝北嘉州惠心公寓,https://cq.lianjia.com/zufang/CQ2293239480708243456.html,550元/月
合租·奥林匹克花园新亚洲 1居室 跃层 东南卧,渝北汽博中心奥林匹克花园新亚洲,https://cq.lianjia.com/zufang/CQ2201890498669445120.html,700元/月
整租·源熙园小区 3室1厅 西南,渝北嘉州源熙园小区,https://cq.lianjia.com/zufang/CQ2320318066883567616.html,800元/月
整租·约克郡阅林景悦 2室2厅 南,渝北照母山约克郡阅林景悦,https://cq.lianjia.com/zufang/CQ2256380134246318080.html,1000元/月
合租·诚投天邻风景 1居室 南卧,渝北石子山诚投天邻风景,https://cq.lianjia.com/zufang/CQ2312972032197009408.html,950元/月
合租·北城国际中心 2居室 南卧,渝北龙溪北城国际中心,https://cq.lianjia.com/zufang/CQ2331125263955935232.html,880元/月
整租·翠云花园 3室1厅 南,渝北翠云翠云花园,https://cq.lianjia.com/zufang/CQ2327487345210957824.html,1000元/月
合租·荣升大厦 3居室 东南卧,渝北松树桥荣升大厦,https://cq.lianjia.com/zufang/CQ2336856162207023104.html,740元/月
整租·邦兴佳苑 3室2厅 东,渝北龙头寺邦兴佳苑,https://cq.lianjia.com/zufang/CQ2320300598261989376.html,400元/月
